,Hashtag,Count
2753,weak,1
2754,minded,1
2755,reproach,1
2756,ambulance,1
2757,lonely,1
2758,heartbroken,1
2759,trueself,1
2760,innerstrength,1
2761,indiancriminallaws,1
2762,criminals,1
2763,henious,1
2764,juveniles,1
2765,hyderabadrapeaccused,1
2766,adults,1
2767,migrants,1
2768,cultural,1
2769,austrian,1
2770,judiciary,1
2771,wagegap,1
2772,genderequity,1
2773,equalopportunityforall,1
2774,narrative,1
2775,abcnews,1
2776,kyrgios,1
2777,moneygone,1
2778,justsaying,1
2779,boycottnbc,1
2780,sexwork,1
2781,resignrick,1
2782,trc,1
2783,recind,1
2784,doctrineofdiscovery,1
2785,mo,1
2786,mytruth,1
2787,pcoswarrior,1
2788,fibrowarrior,1
2789,antihate,1
2790,lgbtqai,1
2791,prolifeandprochoice,1
2792,hnwi,1
2793,rhobhmeangirls,1
2794,sleepdeprivation,1
2795,doors,1
2796,windows,1
2797,noise,1
2798,mafia,1
2799,hammers,1
2800,drills,1
2801,jackhammer,1
2802,itch,1
2803,ears,1
2804,cheats,1
2805,thieves,1
2806,shutdown,1
2807,chor,1
2808,dontsufferinsilence,1
2809,thecrown,1
2810,thecrownnetflix,1
2811,princessofwales,1
2812,princessdiana,1
2813,charlesandcamilla,1
2814,psychological,1
2815,teens,1
2816,agapeboardingschool,1
2817,cedarcountysheriff,1
2818,troubledteenindustry,1
2819,broadalbinny,1
2820,forcedprostitution,1
2821,vvaidyanathan,1
2822,shameonidfc,1
2823,womenharassment,1
2824,cybercrime,1
